Data,Vendedor,Produto,Valor Unitario,Quantidade Vendida,Faturamento,Lucro,Forma de Pagamento,Local da venda,Unnamed: 0
6/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Santa Catarina (SC),82
6/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,São Paulo (SP),97
6/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 1.200,Cartão de Crédito,Sergipe (SE),2
6/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Boleto,Tocantins (TO),44
6/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,3,R$ 1.500,R$ 400,Boleto,Bahia (BA),58
6/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Ceará (CE),84
6/1/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 500,Cartão de Crédito,Distrito Federal (DF),87
6/1/2020,João Lira - 17278283926,Tablet,R$ 500,0,R$ 0,R$ 0,Boleto,Espírito Santo (ES),33
6/1/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 400,Cartão de Crédito,Goiás (GO),40
6/1/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Maranhão (MA),78
6/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 200,Cartão de Crédito,Mato Grosso (MT),29
6/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 1.100,Cartão de Crédito,Mato Grosso do Sul (MS),95
7/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 300,Cartão de Crédito,Minas Gerais (MG),34
7/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,5,R$ 2.500,R$ 1.200,Cartão de Crédito,Pará (PA),27
7/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,3,R$ 2.100,R$ 1.400,Cartão de Crédito,Paraíba (PB),57
7/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Paraná (PR),17
7/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,4,R$ 2.000,R$ 1.100,Cartão de Crédito,Pernambuco (PE),54
7/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 900,Cartão de Crédito,Piauí (PI),67
7/1/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 200,Boleto,Rio de Janeiro (RJ),15
7/1/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Rio Grande do Norte (RN),71
7/1/2020,João Lira - 17278283926,Notebook,R$ 700,3,R$ 2.100,R$ 800,Cartão de Crédito,Rio Grande do Sul (RS),60
7/1/2020,João Martins - 16337283762,Celular,R$ 300,8,R$ 2.400,R$ 800,Cartão de Crédito,Rondônia (RO),77
7/1/2020,João Martins - 16337283762,Tablet,R$ 500,5,R$ 2.500,R$ 1.300,Boleto,Roraima (RR),65
7/1/2020,João Martins - 16337283762,Notebook,R$ 700,8,R$ 5.600,R$ 1.400,Cartão de Crédito,Santa Catarina (SC),5
7/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,3,R$ 900,R$ 200,Cartão de Crédito,São Paulo (SP),98
7/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Sergipe (SE),59
7/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 800,Cartão de Crédito,Tocantins (TO),64
7/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 400,Cartão de Crédito,Acre (AC),54
7/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Alagoas (AL),68
7/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 300,Boleto,Amapá (AP),31
7/1/2020,João Lira - 17278283926,Celular,R$ 300,4,R$ 1.200,R$ 400,Cartão de Crédito,Amazonas (AM),35
7/1/2020,João Lira - 17278283926,Tablet,R$ 500,9,R$ 4.500,R$ 1.000,Cartão de Crédito,Bahia (BA),65
7/1/2020,João Lira - 17278283926,Notebook,R$ 700,6,R$ 4.200,R$ 800,Cartão de Crédito,Ceará (CE),88
7/1/2020,João Lira - 17278283926,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Distrito Federal (DF),4
7/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Espírito Santo (ES),49
7/1/2020,João Martins - 16337283762,Notebook,R$ 700,4,R$ 2.800,R$ 1.600,Cartão de Crédito,Goiás (GO),29
7/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Maranhão (MA),90
7/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Mato Grosso (MT),79
7/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 2.300,Cartão de Crédito,Mato Grosso do Sul (MS),57
7/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Minas Gerais (MG),28
7/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Pará (PA),99
7/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.500,Boleto,Paraíba (PB),52
7/1/2020,João Lira - 17278283926,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Paraná (PR),28
7/1/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 200,Cartão de Crédito,Pernambuco (PE),88
7/1/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 400,Cartão de Crédito,Piauí (PI),17
7/1/2020,João Martins - 16337283762,Celular,R$ 300,3,R$ 900,R$ 500,Boleto,Rio de Janeiro (RJ),45
7/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 600,Cartão de Crédito,Rio Grande do Norte (RN),25
7/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 900,Cartão de Crédito,Rio Grande do Sul (RS),51
8/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 800,Cartão de Crédito,Rondônia (RO),51
8/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 900,Cartão de Crédito,Roraima (RR),84
8/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 300,Boleto,Santa Catarina (SC),66
8/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,7,R$ 2.100,R$ 700,Cartão de Crédito,São Paulo (SP),49
8/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,7,R$ 3.500,R$ 1.800,Cartão de Crédito,Sergipe (SE),73
8/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,5,R$ 3.500,R$ 2.100,Cartão de Crédito,Tocantins (TO),3
8/1/2020,João Lira - 17278283926,Celular,R$ 300,6,R$ 1.800,R$ 1.000,Boleto,Tocantins (TO),21
8/1/2020,João Lira - 17278283926,Tablet,R$ 500,7,R$ 3.500,R$ 900,Boleto,São Paulo (SP),58
8/1/2020,João Lira - 17278283926,Notebook,R$ 700,6,R$ 4.200,R$ 2.500,Boleto,Sergipe (SE),44
8/1/2020,João Lira - 17278283926,Celular,R$ 300,6,R$ 1.800,R$ 1.000,Cartão de Crédito,Tocantins (TO),6
8/1/2020,João Lira - 17278283926,Tablet,R$ 500,5,R$ 2.500,R$ 1.200,Boleto,Acre (AC),67
8/1/2020,João Lira - 17278283926,Notebook,R$ 700,6,R$ 4.200,R$ 1.600,Cartão de Crédito,Alagoas (AL),3
8/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 1.200,Cartão de Crédito,Amapá (AP),88
8/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 900,Cartão de Crédito,Amazonas (AM),50
8/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 800,Boleto,Bahia (BA),83
8/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Ceará (CE),90
8/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 900,Cartão de Crédito,Distrito Federal (DF),3
8/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 600,Boleto,Espírito Santo (ES),44
8/1/2020,João Lira - 17278283926,Celular,R$ 300,6,R$ 1.800,R$ 600,Cartão de Crédito,Goiás (GO),17
8/1/2020,João Lira - 17278283926,Tablet,R$ 500,7,R$ 3.500,R$ 1.500,Cartão de Crédito,Maranhão (MA),68
8/1/2020,João Lira - 17278283926,Notebook,R$ 700,7,R$ 4.900,R$ 1.000,Cartão de Crédito,Mato Grosso (MT),56
8/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 100,Boleto,Mato Grosso do Sul (MS),34
8/1/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Minas Gerais (MG),17
8/1/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,Pará (PA),33
8/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 600,Boleto,Paraíba (PB),28
8/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.500,Cartão de Crédito,Paraná (PR),90
8/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Pernambuco (PE),27
8/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Piauí (PI),56
8/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Rio de Janeiro (RJ),21
8/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 400,Cartão de Crédito,Rio Grande do Norte (RN),7
8/1/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Rio Grande do Sul (RS),58
8/1/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 500,Cartão de Crédito,Rondônia (RO),67
8/1/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 400,Cartão de Crédito,Roraima (RR),27
8/1/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 400,Boleto,Santa Catarina (SC),98
8/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 300,Cartão de Crédito,São Paulo (SP),96
8/1/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 100,Cartão de Crédito,Sergipe (SE),55
9/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Tocantins (TO),73
9/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,4,R$ 2.000,R$ 500,Boleto,Acre (AC),7
9/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Alagoas (AL),29
9/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,6,R$ 1.800,R$ 1.000,Boleto,Amapá (AP),9
9/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 200,Cartão de Crédito,Amazonas (AM),10
9/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 1.400,Cartão de Crédito,Bahia (BA),68
9/1/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Ceará (CE),44
9/1/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Distrito Federal (DF),21
9/1/2020,João Lira - 17278283926,Notebook,R$ 700,3,R$ 2.100,R$ 600,Cartão de Crédito,Espírito Santo (ES),59
9/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Goiás (GO),23
9/1/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 300,Boleto,Maranhão (MA),92
9/1/2020,João Martins - 16337283762,Notebook,R$ 700,6,R$ 4.200,R$ 1.500,Cartão de Crédito,Mato Grosso (MT),60
9/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,5,R$ 1.500,R$ 800,Boleto,Mato Grosso do Sul (MS),66
9/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Minas Gerais (MG),72
9/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,Pará (PA),49
9/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,8,R$ 2.400,R$ 1.300,Cartão de Crédito,Paraíba (PB),53
9/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Paraná (PR),29
9/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 1.000,Cartão de Crédito,Pernambuco (PE),49
9/1/2020,João Lira - 17278283926,Celular,R$ 300,6,R$ 1.800,R$ 600,Boleto,Piauí (PI),70
9/1/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 600,Cartão de Crédito,Rio de Janeiro (RJ),54
9/1/2020,João Lira - 17278283926,Notebook,R$ 700,8,R$ 5.600,R$ 3.100,Cartão de Crédito,Rio Grande do Norte (RN),4
9/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Rio Grande do Sul (RS),93
9/1/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Rondônia (RO),55
9/1/2020,João Lira - 17278283926,Notebook,R$ 700,0,R$ 0,R$ 0,Boleto,Roraima (RR),6
9/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,3,R$ 900,R$ 200,Cartão de Crédito,Santa Catarina (SC),90
9/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,3,R$ 1.500,R$ 300,Boleto,São Paulo (SP),26
9/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,3,R$ 2.100,R$ 500,Boleto,Sergipe (SE),39
9/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Tocantins (TO),81
9/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,3,R$ 1.500,R$ 300,Boleto,Acre (AC),98
9/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 800,Cartão de Crédito,Alagoas (AL),30
9/1/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Amapá (AP),37
9/1/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Amazonas (AM),55
9/1/2020,João Lira - 17278283926,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Bahia (BA),64
9/1/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Boleto,Ceará (CE),78
9/1/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Distrito Federal (DF),63
9/1/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Espírito Santo (ES),83
10/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Goiás (GO),4
10/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Maranhão (MA),99
10/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 200,Boleto,Mato Grosso (MT),95
10/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Mato Grosso do Sul (MS),6
10/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Minas Gerais (MG),12
10/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,7,R$ 4.900,R$ 1.600,Boleto,Pará (PA),4
10/1/2020,João Lira - 17278283926,Celular,R$ 300,5,R$ 1.500,R$ 500,Cartão de Crédito,Paraíba (PB),22
10/1/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Paraná (PR),6
10/1/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 700,Boleto,Pernambuco (PE),74
10/1/2020,João Lira - 17278283926,Celular,R$ 300,6,R$ 1.800,R$ 600,Cartão de Crédito,Piauí (PI),17
10/1/2020,João Martins - 16337283762,Tablet,R$ 500,5,R$ 2.500,R$ 1.300,Cartão de Crédito,Rio de Janeiro (RJ),7
10/1/2020,João Lira - 17278283926,Notebook,R$ 700,9,R$ 6.300,R$ 1.300,Cartão de Crédito,Rio Grande do Norte (RN),43
10/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Rio Grande do Sul (RS),62
10/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,4,R$ 2.000,R$ 400,Cartão de Crédito,Rondônia (RO),67
10/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,3,R$ 2.100,R$ 900,Boleto,Roraima (RR),72
10/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,4,R$ 1.200,R$ 400,Boleto,Santa Catarina (SC),24
10/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,São Paulo (SP),8
10/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Sergipe (SE),7
10/1/2020,João Lira - 17278283926,Celular,R$ 300,7,R$ 2.100,R$ 1.200,Boleto,Tocantins (TO),98
10/1/2020,João Lira - 17278283926,Tablet,R$ 500,8,R$ 4.000,R$ 2.600,Cartão de Crédito,Bahia (BA),58
10/1/2020,João Lira - 17278283926,Notebook,R$ 700,8,R$ 5.600,R$ 1.200,Boleto,Ceará (CE),5
10/1/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Boleto,Distrito Federal (DF),60
10/1/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Espírito Santo (ES),14
10/1/2020,João Martins - 16337283762,Notebook,R$ 700,3,R$ 2.100,R$ 1.300,Cartão de Crédito,Goiás (GO),3
10/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,5,R$ 1.500,R$ 500,Cartão de Crédito,Maranhão (MA),42
10/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,4,R$ 2.000,R$ 600,Boleto,Mato Grosso (MT),66
10/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,3,R$ 2.100,R$ 1.200,Cartão de Crédito,Mato Grosso do Sul (MS),49
10/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 100,Boleto,Minas Gerais (MG),85
10/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Pará (PA),47
10/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.800,Cartão de Crédito,Paraíba (PB),75
10/1/2020,João Lira - 17278283926,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Paraná (PR),62
10/1/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 600,Cartão de Crédito,Pernambuco (PE),25
10/1/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 500,Boleto,Piauí (PI),18
10/1/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Rio de Janeiro (RJ),76
10/1/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 100,Cartão de Crédito,Rio Grande do Norte (RN),83
10/1/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 600,Cartão de Crédito,Rio Grande do Sul (RS),25
11/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,3,R$ 900,R$ 200,Cartão de Crédito,Rondônia (RO),76
11/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,5,R$ 2.500,R$ 1.000,Cartão de Crédito,Roraima (RR),83
11/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 100,Boleto,Santa Catarina (SC),54
11/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,São Paulo (SP),57
11/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,7,R$ 3.500,R$ 1.200,Cartão de Crédito,Sergipe (SE),3
11/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 900,Cartão de Crédito,Tocantins (TO),49
11/1/2020,João Lira - 17278283926,Celular,R$ 300,6,R$ 1.800,R$ 800,Boleto,Acre (AC),4
11/1/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 600,Boleto,Alagoas (AL),87
11/1/2020,João Lira - 17278283926,Notebook,R$ 700,6,R$ 4.200,R$ 2.100,Cartão de Crédito,Amapá (AP),57
11/1/2020,João Martins - 16337283762,Celular,R$ 300,6,R$ 1.800,R$ 600,Cartão de Crédito,Amazonas (AM),50
11/1/2020,João Martins - 16337283762,Tablet,R$ 500,9,R$ 4.500,R$ 2.600,Boleto,Bahia (BA),62
11/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 800,Boleto,Ceará (CE),64
11/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Distrito Federal (DF),88
11/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Boleto,Espírito Santo (ES),27
11/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 900,Cartão de Crédito,Goiás (GO),95
11/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,6,R$ 1.800,R$ 500,Cartão de Crédito,Maranhão (MA),96
11/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Mato Grosso (MT),76
11/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Mato Grosso do Sul (MS),51
11/1/2020,João Lira - 17278283926,Celular,R$ 300,7,R$ 2.100,R$ 1.100,Cartão de Crédito,Minas Gerais (MG),6
11/1/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Pará (PA),28
11/1/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Paraíba (PB),70
11/1/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 500,Cartão de Crédito,Paraná (PR),27
11/1/2020,João Lira - 17278283926,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Pernambuco (PE),18
11/1/2020,João Lira - 17278283926,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Piauí (PI),69
11/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 500,Cartão de Crédito,Rio de Janeiro (RJ),46
11/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 100,Boleto,Rio Grande do Norte (RN),55
11/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Rio Grande do Sul (RS),4
11/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 200,Boleto,Rondônia (RO),88
11/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,4,R$ 2.000,R$ 700,Cartão de Crédito,Roraima (RR),80
11/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.600,Cartão de Crédito,Santa Catarina (SC),64
11/1/2020,João Lira - 17278283926,Celular,R$ 300,4,R$ 1.200,R$ 300,Cartão de Crédito,São Paulo (SP),99
11/1/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 200,Boleto,Sergipe (SE),37
11/1/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,Tocantins (TO),39
11/1/2020,João Martins - 16337283762,Celular,R$ 300,3,R$ 900,R$ 400,Boleto,Bahia (BA),44
11/1/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 500,Cartão de Crédito,Ceará (CE),8
11/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 400,Boleto,Distrito Federal (DF),14
12/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Espírito Santo (ES),9
12/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 600,Boleto,Goiás (GO),88
12/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 1.100,Cartão de Crédito,Maranhão (MA),66
12/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,6,R$ 1.800,R$ 1.100,Boleto,Mato Grosso (MT),7
12/1/2020,Diego Amorim - 13201937281,Tablet,R$ 500,4,R$ 2.000,R$ 1.100,Boleto,Mato Grosso do Sul (MS),18
12/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Minas Gerais (MG),5
12/1/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Pará (PA),46
12/1/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 700,Boleto,Paraíba (PB),58
12/1/2020,João Lira - 17278283926,Notebook,R$ 700,6,R$ 4.200,R$ 1.800,Cartão de Crédito,Paraná (PR),85
12/1/2020,Diego Amorim - 13201937281,Celular,R$ 300,4,R$ 1.200,R$ 600,Cartão de Crédito,Pernambuco (PE),10
12/1/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 500,Cartão de Crédito,Piauí (PI),74
12/1/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.800,Cartão de Crédito,Rio de Janeiro (RJ),47
12/1/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Rio Grande do Norte (RN),83
12/1/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 200,Cartão de Crédito,Rio Grande do Sul (RS),6
12/1/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 1.800,Cartão de Crédito,Rondônia (RO),39
